pages,title,journal,doi,year,authors,index,volume,issue,type,filename
nan,,,,2018.0,"['gundalal.a.', 'spezzanof.']",40574,,,Conference Proceeding,40574.json
nan,,,,2005.0,"['reichs.', 'lil.', 'robertsonj.']",40666,72,,Journal Publication,40666.json
nan,,,,2006.0,"['lil.', 'reichs.', 'robertsonj.']",40669,6,,Journal Publication,40669.json
nan,,,,2018.0,"['shresthaa.', 'spezzanof.']",40572,,,Poster Presentation,40572.json
nan,,,,2005.0,"['lil..', 'reichs..', 'robertsonj..']",40667,72,,Journal Publication,40667.json
nan,,,,2018.0,"['joaristim.', 'serrae.', 'spezzanof.']",40575,,,Conference Proceeding,40575.json
nan,,,,2018.0,"['bellingern.', 'sonb.']",40626,,,Media Contribution,40626.json
nan,,,,2018.0,"['shresthaa.', 'spezzanof.', 'peras.']",40570,,,Conference Proceeding,40570.json
nan,,,,2018.0,['bellingern.'],40628,,,Presentation,40628.json
nan,,spinger,,2020.0,"['spezzanof.', 'gurunathani.']",40573,,,Chapter,40573.json
nan,,springer,,2019.0,"['arellih.', 'spezzanof.', 'shresthaa.']",40571,,,Chapter,40571.json
nan,,,,2018.0,['bellingern.'],40627,,,Media Contribution,40627.json
nan,,,,2006.0,"['reichs..', 'lil..', 'robertsonj..']",40668,421,,Journal Publication,40668.json
nan,,,,2007.0,"['lil.', 'reichs.', 'robertsonj.']",40671,121-123,,Journal Publication,40671.json
nan,,,,2016.0,"['williamsoni..', 'hernandeza.c.', 'wong-ngw..', 'lil..']",40682,68,,Journal Publication,40682.json
nan,,,,2006.0,"['reichs..', 'lil..', 'robertsonj..']",40670,243,,Journal Publication,40670.json
nan,,,,2010.0,"['lil.', 'wuy.', 'chengh.']",40672,132,,Journal Publication,40672.json
nan,,,,2011.0,"['wuy..', 'lil..', 'chengh..']",40673,83,,Journal Publication,40673.json
nan,,,,2014.0,"['yany.g.', 'wong-ngw..', 'lil..', 'levini..', 'kadukj.a.', 'suchomelm.r.', 'sunx..', 'tang.j.', 'tangx.f.']",40678,218,,Journal Publication,40678.json
nan,,,,2015.0,"['williamsoni..', 'nelsone.b.', 'lil..']",40680,48,,Journal Publication,40680.json
nan,,,,2016.0,"['williamsoni..', 'herl.j.', 'sux..', 'yany..', 'wong-ngw..', 'lil..']",40681,119,,Journal Publication,40681.json
nan,,,,2013.0,"['wong-ngw..', 'kadukj.a.', 'huangq..', 'espinall..', 'lil..', 'burressj.w.']",40676,172,,Journal Publication,40676.json
nan,,,,2015.0,"['wong-ngw..', 'kadukj.a.', 'sideriusd.w.', 'allena.l.', 'espinall..', 'boyerinasb.m.', 'levini..', 'suchomelm.r.', 'ilavskyj..', 'lil..', 'williamsoni..', 'cockaynee..', 'wuh..']",40679,30,,Journal Publication,40679.json
nan,,,,2012.0,"['espinall.', 'wong-ngw.', 'kadukj.a.', 'allena.j.', 'snyderc.r.', 'chiuc.', 'sideriusd.w.', 'lil.', 'cockaynee.', 'espinala.e.', 'suibs.l.']",40674,134,,Journal Publication,40674.json
nan,,,,2013.0,"['lil..', 'cockaynee..', 'williamsoni..', 'espinall..', 'wong-ngw..']",40677,580,,Journal Publication,40677.json
nan,,,,2018.0,"['fothergillj.w.', 'hernandeza.c.', 'knowltonw.b.', 'yurkeb..', 'lil..']",40691,122,,Journal Publication,40691.json
nan,,,,2014.0,"['williamsoni.', 'nelsone.', 'lil.']",40693,2,,Conference Proceeding,40693.json
nan,,,,2017.0,"['tolmank..', 'ubicr..', 'liub..', 'williamsoni..', 'bedkek..', 'nelsone.b.', 'lil..', 'chenx.m.']",40684,100,,Journal Publication,40684.json
nan,metal-organic frameworks (mofs): energy and informatics,open access journal crystals,,2015.0,"['lil.', 'bartolol.']",40698,,,Book,40698.json
nan,,,,2018.0,"['wong-ngw..', 'williamsoni..', 'lawsonm..', 'siderusd.w.', 'culpj.t.', 'cheny..', 'lil..']",40689,123,,Journal Publication,40689.json
nan,,,,2018.0,"['savvaa.i.', 'smithk.a.', 'lawsonm..', 'crofts.r.', 'weltnera.e.', 'jonesc.d.', 'bullh..', 'simmondsp.j.', 'lil..', 'xiongh..']",40690,20,,Journal Publication,40690.json
nan,,,,2016.0,['lil.'],40692,64,,Conference Proceeding,40692.json
nan,,,,2017.0,"['pandeys.c.', 'xux.u.', 'williamsoni..', 'nelsone.b.', 'lil..']",40685,669,,Journal Publication,40685.json
nan,,,,2018.0,"['das..', 'nelsone.b.', 'williamsoni..', 'efawc.m.', 'sappere..', 'hurleym.f.', 'lil..']",40688,439,,Journal Publication,40688.json
nan,,,,2017.0,"['williamsoni..', 'lis..', 'hernandeza.c.', 'lawsonm..', 'cheny..', 'lil..']",40686,674,,Journal Publication,40686.json
nan,,wiley press,978-1-119-23103-5,2018.0,"['williamsoni.', 'lawsonm.', 'nelsone.', 'lil.']",40694,,,Chapter,40694.json
nan,,,,2012.0,"['cockaynee..', 'lil..']",40675,544,,Journal Publication,40675.json
nan,,,,2017.0,"['wong-ngw.', 'liug.', 'levini.', 'williamsoni.', 'correaa.', 'kadukj.a.', 'lil.']",40687,71,,Journal Publication,40687.json
nan,,"john wiley &amp; sons, inc.",,2014.0,"['williamsoni.', 'lil.']",40695,,,Chapter,40695.json
nan,"polymer composites for energy harvesting, conversion and storage",american chemical society,,2014.0,"['lil.', 'wong-ngw.', 'jarpj.']",40699,,,Book,40699.json
nan,,,,2018.0,['lil.'],40705,,,Presentation,40705.json
nan,,,,2016.0,"['wong-ngw..', 'liug..', 'levini..', 'williamsoni..', 'ackermanp..', 'talleyk.r.', 'martinj..', 'alhamdank..', 'badegaishw..', 'kadukj.a.', 'lil..']",40683,31,,Journal Publication,40683.json
nan,,,,2018.0,['lil.'],40703,,,Presentation,40703.json
nan,,,10.1039/c8cp04368j,2018.0,"['savvaa.i.', 'smithk.', 'lawsonm.', 'crofts.r.', 'weltnera.e.', 'jonesc.d.', 'bullh.', 'simmondsp.', 'lil.', 'xiongc.']",40756,20,,Journal Publication,40756.json
nan,,,,2018.0,['lil.'],40709,,,Presentation,40709.json
nan,"materials and processes for co2 capture, conversion and sequestration","john wiley &amp; sons, inc.",,2018.0,"['lil.', 'wong-ngw.', 'huangk.', 'cookl.']",40696,,,Book,40696.json
nan,,,,2018.0,['lil.'],40702,,,Presentation,40702.json
nan,,,,2018.0,"['thomass.', 'albertsm.', 'henrym.m.', 'estridgec.e.', 'jankowskie.']",40798,17,,Journal Publication,40798.json
nan,,,,2018.0,['lil.'],40706,,,Presentation,40706.json
nan,,,,2018.0,"['vane.', 'jonesm.', 'jankowskie.', 'wodoo.']",40797,3,,Journal Publication,40797.json
nan,,,,2019.0,"['chyungs.y.', 'padgitta.', 'stetarb.']",40780,,,Presentation,40780.json
nan,,,,2018.0,['lil.'],40708,,,Presentation,40708.json
nan,,,,2019.0,"['swansoni.', 'shamsyj.', 'robertsk.', 'chyungs.y.']",40781,,,Presentation,40781.json
nan,,,,2018.0,"['millere.d.', 'jonesm.l.', 'jankowskie.']",40799,10,,Journal Publication,40799.json
nan,,,,2018.0,['lil.'],40707,,,Presentation,40707.json
nan,,,,2018.0,"['earleyc.', 'walkerk.']",40809,,,Artistic Works and Performances,40809.json
nan,,,,2018.0,"['millere.', 'jonesm.', 'henrym.', 'cheryp.', 'millerk.', 'jankowskie.']",40796,10,,Journal Publication,40796.json
nan,,,,2018.0,"['layk.', 'pagej.', 'jonesm.l.', 'jankowskie.']",40862,,,Poster Presentation,40862.json
nan,,,,2018.0,['johnss.'],40806,,,Poster Presentation,40806.json
nan,,,,2018.0,"['doumasd.', 'midgetta.']",40863,,,Journal Publication,40863.json
nan,,,,2018.0,"['jensenj.', 'midgetta.', 'doumasd.']",40865,,,Journal Publication,40865.json
nan,,,,2018.0,['walkerk.'],40807,,,Artistic Works and Performances,40807.json
nan,,,,2018.0,"['johnss.', 'shinw.', 'kanej.', 'windesw.', 'ubicphd,minstpr.', 'karthikc.']",40805,505,,Journal Publication,40805.json
nan,,,,2019.0,"['chyungs.y.', 'medloffm.']",40782,,,Presentation,40782.json
nan,,,,2017.0,"['earleyc.', 'walkerk.']",40855,,,Artistic Works and Performances,40855.json
nan,,,10.1111/jace.16168,2019.0,"['smithe.', 'ubicphd,minstpr.']",40804,102,,Journal Publication,40804.json
nan,,,,2019.0,"['chonodyj.m.', 'gabbj.']",40882,,,Journal Publication,40882.json
nan,,,,2018.0,"['johnss.', 'poulsent.', 'kanej.', 'windesw.', 'ubicphd,minstpr.', 'karthikc.']",40851,,,Presentation,40851.json
nan,,,,2018.0,"['walkerk.', 'earleyc.c.']",40811,,,Artistic Works and Performances,40811.json
nan,,,,2018.0,"['midgetta.', 'doumasd.', 'johnstona.']",40872,21,,Journal Publication,40872.json
nan,,,,2018.0,"['chonodyj.m.', 'teaterb.']",40884,,,Journal Publication,40884.json
nan,,,,2018.0,"['midgetta.', 'doumasd.', 'bondl.']",40869,,,Poster Presentation,40869.json
nan,,,,2018.0,"['midgetta.', 'doumasd.', 'bondl.', 'flayb.', 'mollym.']",40873,,,Presentation,40873.json
nan,,,,2019.0,"['midgetta.', 'doumasd.']",40867,,,Journal Publication,40867.json
nan,,,,2018.0,['walkerk.'],40810,,,Artistic Works and Performances,40810.json
nan,,,,2018.0,"['midgetta.', 'doumasd.', 'johnstona.', 'trullr.', 'millerr.']",40878,4,,Journal Publication,40878.json
nan,,,,2019.0,"['chonodyj.m.', 'jensenj.', 'teaterb.']",40886,,,Journal Publication,40886.json
nan,,,,2021.0,"['chonodyj.m.', 'sultzmanv.', 'hippiej.']",40885,,,Journal Publication,40885.json
nan,,,,2018.0,"['johnstona.', 'midgetta.', 'doumasd.']",40866,8,,Journal Publication,40866.json
nan,,,,2021.0,['chonodyj.m.'],40889,,,Journal Publication,40889.json
nan,,,,2019.0,"['webbs.', 'kavanaughp.', 'chonodyj.m.']",40888,,,Journal Publication,40888.json
nan,,,,2021.0,"['teaterb.', 'chonodyj.m.']",40887,,,Journal Publication,40887.json
nan,,,,2019.0,"['chonodyj.m.', 'teaterb.']",40895,,,Presentation,40895.json
nan,,,,2019.0,"['chonodyj.m.', 'killianm.', 'gabbj.', 'dunk-westp.']",40891,,,Journal Publication,40891.json
nan,,,,2019.0,['chonodyj.m.'],40897,,,Presentation,40897.json
nan,“take our colleges back: a blueprint for rolling back campus radicalism”,,,2018.0,['yenors.e.'],40916,,,Other Works,40916.json
nan,,,,2018.0,['yenors.e.'],40920,,,Media Contribution,40920.json
nan,,,,2019.0,"['chonodyj.m.', 'mattiskej.', 'godinezk.', 'webbs.', 'jensenj.']",40892,,,Journal Publication,40892.json
nan,,,,2019.0,"['teaterb.', 'chonodyj.m.']",40899,,,Presentation,40899.json
nan,“ryan anderson and the continuing challenge to religious liberty”,starting points journal,,2018.0,['yenors.e.'],40926,,,Other Works,40926.json
nan,"“social justice warriors want to scream at me over feminism, so i’ll argue with myself instead”",the federalist,,2018.0,['yenors.e.'],40921,,,Other Works,40921.json
nan,,springer,,2019.0,['chonodyj.m.'],40894,,,Chapter,40894.json
nan,“a healthy russian soul: turgenev’s fathers and sons”,voegelin view,,2018.0,['yenors.e.'],40927,,,Other Works,40927.json
nan,,,,2018.0,['yenors.e.'],40924,,,Media Contribution,40924.json
nan,,,,2019.0,"['chonodyj.m.', 'baffourt.', 'sultzmanv.']",40890,,,Journal Publication,40890.json
nan,“the form and function of the american family”,,,2018.0,['yenors.e.'],40935,,,Other Works,40935.json
nan,,,,2019.0,"['chonodyj.m.', 'gabbj.']",40898,,,Presentation,40898.json
nan,,,,2018.0,['yenors.e.'],40934,,,Review,40934.json
nan,,,,2019.0,"['chonodyj.m.', 'jensenj.']",40896,,,Poster Presentation,40896.json
nan,the problem with the “simple principle” of liberty,,,2018.0,['yenors.e.'],40930,,,Other Works,40930.json
nan,,,,2018.0,['yenors.e.'],40933,,,Review,40933.json
nan,“a 30-second fix for idaho high school basketball”,,,2018.0,['yenors.e.'],40932,,,Other Works,40932.json
nan,reconstruction: core documents,ashbrook,,2018.0,['yenors.e.'],40937,,,Book,40937.json
nan,“how courts and legislatures are disempowering parents to push the transgender agenda”,,,2018.0,['yenors.e.'],40931,,,Other Works,40931.json
nan,,,,2018.0,"['layk.', 'pagej.', 'garringerb.', 'jonesm.l.', 'jankowskie.']",40977,,,Poster Presentation,40977.json
nan,“boise state university’s blueprint for social justice”,,,2018.0,['yenors.e.'],40922,,,Other Works,40922.json
nan,,,,2018.0,['yenors.e.'],40945,,,Presentation,40945.json
nan,“betty friedan and the birth of modern feminism”,,,2018.0,['yenors.e.'],40938,,,Other Works,40938.json
nan,,,,2018.0,['yenors.e.'],40940,,,Review,40940.json
nan,,,,2018.0,"['thomass.', 'jankowskie.']",40979,,,Poster Presentation,40979.json
nan,,,,2018.0,"['layk.', 'pagej.', 'jonesm.l.', 'jankowskie.']",40976,,,Poster Presentation,40976.json
nan,,,,2018.0,"['millere.d.', 'jonesm.l.', 'jankowskie.']",40984,,,Poster Presentation,40984.json
nan,“can there be a moderate feminism?”,,,2018.0,['yenors.e.'],40944,,,Other Works,40944.json
nan,“limosine liberalism goes mainstream”,,,2018.0,['yenors.e.'],40941,,,Other Works,40941.json
nan,"“christmas reading list, 2018” claremont review of books",,,2018.0,['yenors.e.'],40943,,,Other Works,40943.json
nan,,,,2018.0,"['a.}c.', 'r.s.', 'm.h.', 'e.{.']",40978,,,Poster Presentation,40978.json
nan,,,,2018.0,['yenors.e.'],40947,,,Presentation,40947.json
nan,,,,2018.0,"['thomass.', 'jankowskie.']",40980,,,Presentation,40980.json
nan,,,,2018.0,"['jonesm.l.', 'jankowskie.']",40981,,,Presentation,40981.json
nan,,,,2018.0,"['henrym.', 'jonesm.', 'jankowskie.']",40987,,,Presentation,40987.json
nan,,,,2018.0,"['millere.d.', 'jonesm.l.', 'jankowskie.']",40985,,,Poster Presentation,40985.json
nan,,,,2018.0,"['albertsm.', 'thomass.', 'henrym.', 'jankowskie.', 'reynoldsc.']",40983,,,Poster Presentation,40983.json
nan,,,,2018.0,['jankowskie.'],40993,,,Presentation,40993.json
nan,,,,2018.0,"['millere.d.', 'jankowskie.']",40988,,,Presentation,40988.json
nan,,,,2018.0,"['andersonb.', 'jonesm.l.', 'jankowskie.']",40995,,,Poster Presentation,40995.json
nan,,,,2018.0,"['henrym.', 'millere.', 'jonesm.', 'jankowskie.']",40986,,,Poster Presentation,40986.json
nan,,,,2018.0,"['albertsm.', 'thomass.', 'henrym.', 'jankowskie.', 'reynoldsc.']",40982,,,Poster Presentation,40982.json
nan,,,,2018.0,"['chessers.', 'mendozar.', 'klopfensteinm.', 'millere.', 'henrym.', 'jonesm.l.', 'jankowskie.']",40989,,,Poster Presentation,40989.json
nan,,,,2018.0,"['henrym.', 'millere.', 'jonesm.', 'jankowskie.']",40992,,,Presentation,40992.json
nan,,,,2018.0,"['guevaraj.d.', 'jonesm.l.', 'm&quot;{u}llnerp.', 'jankowskie.']",40990,,,Poster Presentation,40990.json
nan,,,,2018.0,"['millere.', 'jonesm.', 'jankowskie.']",40994,,,Poster Presentation,40994.json
nan,,,,2018.0,"['jonesm.l.', 'millere.d.', 'jankowskie.']",40991,,,Presentation,40991.json
nan,,,,2018.0,"['neeleyl.', 'croxtonp.', ""o'connellc."", 'jankowskie.', 'davidr.']",41001,,,Presentation,41001.json
nan,,,,2018.0,['yenors.e.'],41218,,,Presentation,41218.json
nan,,,,2018.0,"['millere.d.', 'jonesm.l.', 'henrym.', 'stanfillb.', 'jankowskie.']",40996,,,Poster Presentation,40996.json
nan,,,,2018.0,"['yangd.', 'baeky.', 'swansons.', 'chittoorib.c.']",41004,,,Presentation,41004.json
nan,,,10.1016/j.chb.2018.12.010,2018.0,"['taylork.', 'baeky.']",41207,93,,Journal Publication,41207.json
nan,,,10.1177/0735633117713022,2018.0,"['touatia.', 'baeky.']",41206,56,,Journal Publication,41206.json
nan,,,,,['yenors.e.'],41214,,,Presentation,41214.json
nan,,,,2018.0,['jankowskie.'],40998,,,Presentation,40998.json
nan,,,,2018.0,"['thomass.', 'jankowskie.']",41002,,,Presentation,41002.json
nan,,,,,['yenors.e.'],41215,,,Presentation,41215.json
nan,,,,2018.0,"['guevaraj.d.', 'jonesm.l.', 'jankowskie.', 'm&quot;{u}llnerp.']",40997,,,Poster Presentation,40997.json
nan,,,,2018.0,['yenors.e.'],41213,,,Presentation,41213.json
nan,,,,2018.0,['yenors.e.'],41223,,,Presentation,41223.json
nan,,,,2018.0,['jankowskie.'],40999,,,Presentation,40999.json
nan,,,,2018.0,['jankowskie.'],41000,,,Presentation,41000.json
nan,,tbd,,2018.0,['yenors.e.'],41224,,,Conference Proceeding,41224.json
nan,,,,,['yenors.e.'],41219,,,Presentation,41219.json
nan,,,10.1177/0735633118825385,2019.0,"['baeky.', 'touatia.']",41209,,,Journal Publication,41209.json
nan,,,,2018.0,['yenors.e.'],41217,,,Presentation,41217.json
nan,,idaho archaeological society,,2018.0,"['plewm.g.', 'vanwassenhovea.']",41255,41(2),,Journal Publication,41255.json
nan,,,,2018.0,"['smithe.', 'tolmank.', 'ubicphd,minstpr.']",41263,,,Poster Presentation,41263.json
nan,the prehistoric rock art of guyana,university of guyana,,2019.0,"['plewm.g.', 'daggersl.b.', 'pereriag.']",41254,,1st,Book,41254.json
nan,,walter roth museum of anthropology/ug,,2018.0,['plewm.g.'],41257,22,,Journal Publication,41257.json
nan,the holocene prehistory of guyana,ian randle,,2019.0,"['plewm.g.', 'daggersl.b.']",41253,,1st,Book,41253.json
nan,,,,2019.0,['plewm.g.'],41259,31,,Journal Publication,41259.json
nan,,,,2018.0,['yenors.e.'],41221,,,Presentation,41221.json
nan,,,,2018.0,['yenors.e.'],41220,,,Presentation,41220.json
nan,,society for american arcaheology,,2018.0,"['plewm.g.', 'daggersl.b.', 'edwordsa.', 'evanss.', 'traylerr.']",41256,,,Journal Publication,41256.json
nan,,jona,,2019.0,['plewm.g.'],41258,,,Journal Publication,41258.json
nan,,,,2018.0,['teste.m.'],41332,,,Presentation,41332.json
nan,,,,2018.0,"['adamsc.', 'smithe.', 'ubicphd,minstpr.']",41262,,,Poster Presentation,41262.json
nan,,,,2018.0,['reederh.'],41264,,,Conference Proceeding,41264.json
nan,,,,2018.0,"['plewm.g.', 'eschenbrennerj.']",41260,,,Poster Presentation,41260.json
nan,,magna publications,,2018.0,"['greeark.', 'lowenthalp.r.']",41350,,,Chapter,41350.json
nan,,,,2018.0,"['plewm.g.', 'wardlew.']",41261,,,Poster Presentation,41261.json
nan,,wiley,978-1-118-97824-5,2019.0,['ashleys.'],41277,,,Chapter,41277.json
nan,,wiley,9781118841679,2019.0,['ashleys.'],41275,,,Chapter,41275.json
nan,,,,,['midgetta.'],41327,,,Presentation,41327.json
nan,,,,2019.0,"['conklins.a.', 'trespalaciosj.', 'lowenthalp.r.']",41352,20,,Journal Publication,41352.json
nan,,,,2018.0,"['poulsent.', 'johnss.', 'karthikc.', 'ubicphd,minstpr.']",41280,,,Poster Presentation,41280.json
nan,,,,2019.0,"['witts.l.', 'fowlern.l.']",41357,,,Journal Publication,41357.json
nan,,,,2020.0,"['caveyl.o.', 'libbertonj.', 'totoricat.', 'carneym.', 'lowenthalp.']",41379,,,Chapter,41379.json
nan,,,doi: 10.1504/ijsmile.2019.102144,2019.0,"['bakerf.', 'lowenthalp.r.']",41343,6,,Journal Publication,41343.json
nan,,,,2018.0,"['witts.l.', 'hubbardm.', 'kamblen.']",41359,,,Presentation,41359.json
nan,,,,2018.0,"['totoricat.', 'caveyl.o.']",41384,,,Presentation,41384.json
nan,,routledge,,2019.0,"['lowenthalp.r.', 'davidson-shiversg.v.']",41351,,4th ed.,Chapter,41351.json
nan,,,,2017.0,['teste.m.'],41333,,,Media Contribution,41333.json
nan,,,,2018.0,"['doumasd.', 'esps.', 'millerr.']",41395,47,,Journal Publication,41395.json
nan,the politics of intergovernmental relations,birkdale,,2016.0,"['fredericksene.d.', 'witts.l.', 'niced.']",41367,,3rd,Book,41367.json
nan,engaging pedagogies for student success in the technical and professional communication service course: making good service courses great,programmatic perspectives,,,"['purdyd.w.', 'naylorh.', 'markleym.', 'finsethc.']",41389,,,Other Works,41389.json
nan,,,,2018.0,"['carneym.', 'totoricat.', 'caveyl.o.', 'lowenthalp.']",41392,,,Poster Presentation,41392.json
nan,,,,2019.0,"['finsethc.', 'purdyd.w.', 'naylorh.', 'markleym.']",41385,,,Presentation,41385.json
nan,,,,2018.0,"['purdyd.w.', 'naylorh.', 'markleym.']",41388,,,Poster Presentation,41388.json
nan,,,,2019.0,"['doumasd.', 'millerr.', 'esps.']",41396,,,Journal Publication,41396.json
nan,,,,2018.0,"['purdyd.w.', 'naylorh.', 'markleym.']",41386,,,Poster Presentation,41386.json
nan,,,,2018.0,"['midgetta.', 'doumasd.', 'johnstona.', 'trullr.', 'millerr.']",41397,4,,Journal Publication,41397.json
nan,,,,2018.0,['clarer.'],41406,,,Journal Publication,41406.json
nan,,,,2018.0,['clarer.'],41407,,,Presentation,41407.json
nan,revolver (stories),bcc press,,2018.0,['naylorh.'],41390,,,Book,41390.json
nan,,,,2018.0,"['purdyd.w.', 'naylorh.', 'markleym.']",41387,,,Poster Presentation,41387.json
nan,,,10.1002/ceas.12114,2018.0,"['millerr.', 'chanc.d.', 'farmerl.b.']",41398,57,,Journal Publication,41398.json
nan,,,,2019.0,['clarer.'],41414,,,Presentation,41414.json
nan,,,,2019.0,['clarer.'],41412,,,Journal Publication,41412.json
nan,,symplokē,,2018.0,['clarer.'],41409,26,,Review,41409.json
nan,,electronic book review,,2018.0,['clarer.'],41408,,,Review,41408.json
nan,,,,2019.0,['clarer.'],41411,,,Presentation,41411.json
nan,,,,2012.0,['clarer.'],41417,,,Journal Publication,41417.json
nan,,,,2018.0,['reederh.'],41421,,,Conference Proceeding,41421.json
nan,,,,2019.0,"['doumasd.', 'turrisir.', 'millerr.', 'esps.', 'flayb.']",41418,,,Journal Publication,41418.json
nan,,,,2013.0,['clarer.'],41416,,,Journal Publication,41416.json
nan,,,,2018.0,['reederh.'],41423,,,Conference Proceeding,41423.json
nan,,,,2018.0,['reederh.'],41424,,,Conference Proceeding,41424.json
nan,,,,2019.0,['clarer.'],41410,,,Presentation,41410.json
nan,,,,2018.0,"['wilsonb.g.', 'tutalenia.i.', 'lowenthalp.r.', 'mcdonaldj.k.', 'stefaniakj.']",41551,,,Presentation,41551.json
nan,,,,2018.0,"['reederh.', 'harte.']",41425,,,Conference Proceeding,41425.json
nan,,,,2018.0,['reederh.'],41426,,,Conference Proceeding,41426.json
nan,,,,2018.0,"['lowenthalp.r.', 'lomellinia.', 'smithc.', 'greeark.']",41553,,,Presentation,41553.json
nan,,,,2018.0,['reederh.'],41422,,,Conference Proceeding,41422.json
nan,,,,2018.0,"['lowenthalp.r.', 'humphreym.j.', 'conleyq.', 'lowenthald.a.']",41554,,,Presentation,41554.json
nan,,,,2019.0,"['caveyl.o.', 'totoricat.', 'carneym.', 'lowenthalp.r.', 'libbertonj.', 'soudersk.']",41566,,,Presentation,41566.json
nan,,association for the advancement of computing education,,2018.0,"['caveyl.o.', 'totoricat.', 'carneym.', 'lowenthalp.r.', 'libbertonj.']",41565,,,Chapter,41565.json
nan,,,,2019.0,"['richardsonj.', 'swank.', 'lowenthalp.']",41569,,,Presentation,41569.json
nan,,,,2018.0,"['lowenthalp.r.', 'lowenthald.a.', 'greeark.']",41571,,,Presentation,41571.json
nan,,,,2018.0,"['lowenthalp.r.', 'caveyl.o.', 'carneym.', 'totoricat.', 'libbertonj.']",41552,,,Presentation,41552.json
nan,21st century community learning centers: shadow butte elementary after-school program evaluation,,,2018.0,"['ricek.l.', 'lowenthalp.r.']",41568,,,Other Works,41568.json
nan,,,,2018.0,"['carneym.', 'totoricat.', 'caveyl.o.', 'lowenthalp.']",41558,,,Poster Presentation,41558.json
nan,,routledge,,2019.0,"['carneym.', 'totoricat.', 'caveyl.o.', 'lowenthalp.r.']",41559,,,Chapter,41559.json
nan,,,,2018.0,"['chingy.', 'yangd.', 'wangs.', 'baeky.', 'chittoorib.c.']",41662,,,Presentation,41662.json
nan,,,,2018.0,"['lowenthalp.r.', 'humphreym.', 'taylors.']",41570,,,Presentation,41570.json
nan,,,10.19173/irrodl.v19i3.3505,2018.0,"['lowenthalp.r.', 'snelsonc.l.', 'perkinsr.a.']",41567,19,,Journal Publication,41567.json
nan,,,doi: 10.4018/ijdldc.2018010101,2018.0,"['conleyq.', 'scheuflerj.', 'persichinig.', 'lowenthalp.r.', 'humphreym.j.']",41605,9,,Journal Publication,41605.json
nan,,,,2018.0,['lowenthalp.r.'],41574,,,Presentation,41574.json
nan,,,,2018.0,['lowenthalp.r.'],41579,,,Presentation,41579.json
nan,,,,2018.0,"['lowenthalp.r.', 'dunlapj.c.', 'kepkaj.', 'junge.', 'nylandr.']",41572,,,Presentation,41572.json
nan,,,,2018.0,['lowenthalp.r.'],41576,,,Presentation,41576.json
nan,introduction to teaching physical education,human kinetics,,2020.0,['shimonj.m.'],41651,,2nd,Book,41651.json
nan,,,,2018.0,['lowenthalp.r.'],41573,,,Presentation,41573.json
nan,,,,2019.0,"['wangs.', 'chingy.', 'swansons.', 'baeky.', 'yangd.', 'chittoorib.c.']",41661,,,Presentation,41661.json
nan,,,,2019.0,"['chingy.', 'wangs.', 'yangd.', 'baeky.', 'swansons.', 'chittoorib.c.']",41664,,,Presentation,41664.json
nan,,,,2019.0,"['yangd.', 'baeky.', 'chingy.', 'chittoorib.c.', 'wangs.', 'swansons.']",41666,,,Journal Publication,41666.json
nan,,,,2019.0,"['chingy.', 'yangd.', 'wangs.', 'baeky.', 'swansons.', 'chittoorib.c.']",41663,,,Journal Publication,41663.json
nan,,,,2019.0,"['chingy.', 'swansons.', 'wangs.', 'baeky.', 'yangd.', 'chittoorib.c.']",41665,,,Presentation,41665.json
nan,,,,2018.0,"['yangd.', 'chingy.', 'baeky.', 'swansons.', 'chittoorib.c.']",41676,,,Presentation,41676.json
nan,,aera,,2019.0,"['yangd.', 'chittoorib.c.', 'fany.', 'baeky.', 'chingy.', 'wangs.', 'swansons.']",41677,,,Conference Proceeding,41677.json
nan,“demystifying the publication process”,american society for environmental history,,2018.0,['bradyl.m.'],41724,,,Other Works,41724.json
nan,"“mountain, militarized: north korea, nuclear tests, and nature”",rachel carson center environment and society portal (http://www.environmentandsociety.org/arcadia),,2019.0,['bradyl.m.'],41723,3,,Other Works,41723.json
nan,,,,2019.0,"['wangs.', 'chingy.', 'baeky.', 'swansons.', 'yangd.', 'chittoorib.c.']",41678,,,Journal Publication,41678.json
nan,,,,2019.0,"['baeky.', 'yangd.', 'chingy.', 'wangs.', 'swansons.', 'chittoorib.c.']",41667,,,Journal Publication,41667.json
nan,,,,2019.0,"['johnss.', 'poulsent.', 'kanej.j.', 'windesw.e.', 'ubicphd,minstpr.', 'karthikc.']",41705,143,,Journal Publication,41705.json
nan,lady in red on a gray background (miguel delibes)(novel translation),,,2023.0,['bouchert.c.'],41734,,,Book,41734.json
nan,,,,2018.0,"['yangd.', 'chingy.', 'wangs.', 'baeky.', 'swansons.', 'chittoorib.c.']",41675,,,Presentation,41675.json
nan,,,,2018.0,['bradyl.m.'],41725,,,Presentation,41725.json
nan,,springer,,2018.0,"['wangs.', 'swansons.', 'chingy.', 'baeky.', 'yangd.', 'chittoorib.c.']",41673,,,Chapter,41673.json
nan,,pme,,2018.0,"['wangs.', 'yangd.', 'swansons.', 'chingy.', 'baeky.', 'chittoorib.c.']",41671,5,,Conference Proceeding,41671.json
nan,,,,2019.0,['bradyl.m.'],41726,,,Presentation,41726.json
nan,,,,2019.0,"['midgetta.', 'doumasd.']",41741,,,Journal Publication,41741.json
