pages,title,journal,doi,year,authors,index,volume,issue,type,filename
nan,,,,2014.0,"['caveyl.o.', 'kinzelm.']",11884,,,Poster Presentation,11884.json
nan,,,,2013.0,"['kinzelm.', 'caveyl.o.']",11888,,,Presentation,11888.json
nan,,,,2012.0,['caveyl.o.'],11892,,,Presentation,11892.json
nan,,,,2015.0,['caveyl.o.'],11895,,,Presentation,11895.json
nan,,,,2014.0,['championj.'],11899,,,Presentation,11899.json
nan,,,,2011.0,"['caveyl.o.', 'zawojewskij.', 'johanning', 'berryr.', 'kinzelm.', 'thomasc.d.']",11882,,,Presentation,11882.json
nan,,,,2012.0,"['caveyl.o.', 'kinzelm.', 'wangs.']",11891,,,Presentation,11891.json
nan,,,,2011.0,['caveyl.o.'],11894,,,Presentation,11894.json
nan,,,,2011.0,['championj.'],11904,,,Presentation,11904.json
nan,,,,2010.0,['dinkarn.'],1187,,,Journal Publication,1187.json
nan,,,,2010.0,['caveyl.o.'],11897,,,Presentation,11897.json
nan,,,,2011.0,"['caveyl.o.', 'kinzelm.']",11896,,,Presentation,11896.json
nan,,,,2013.0,['championj.'],11901,,,Presentation,11901.json
nan,,,,2014.0,['championj.'],11898,,,Presentation,11898.json
nan,,,,2014.0,['championj.'],11900,,,Presentation,11900.json
nan,,,,2012.0,"['championj.', 'wheelera.']",11903,,,Presentation,11903.json
nan,,,,2011.0,['caveyl.o.'],11893,,,Presentation,11893.json
nan,,,,2012.0,['championj.'],11915,,,Presentation,11915.json
nan,,,,2011.0,['championj.'],11906,,,Presentation,11906.json
nan,,,,2015.0,"['johnsonk.e.', 'championj.']",11911,,,Poster Presentation,11911.json
nan,,,,2011.0,['championj.'],11907,,,Presentation,11907.json
nan,,,,2010.0,"['championj.', 'hayesm.', 'snodee.', 'kingk.', 'haleyc.']",11910,,,Presentation,11910.json
nan,,,,2010.0,"['soto-johnsonh.', 'championj.', 'portera.', 'spiekerm.']",11909,,,Presentation,11909.json
nan,,,,2013.0,['championj.'],11914,,,Presentation,11914.json
nan,,,,2014.0,['championj.'],11917,,,Presentation,11917.json
nan,,,,2015.0,"['championj.', 'libbertonj.']",11916,,,Presentation,11916.json
nan,,,,2014.0,['championj.'],11912,,,Presentation,11912.json
nan,,,,2011.0,"['welderr.m.', 'championj.']",11908,,,Presentation,11908.json
nan,,,,2012.0,['championj.'],11919,,,Presentation,11919.json
nan,,,,2011.0,['championj.'],11905,,,Presentation,11905.json
nan,,,,2014.0,['championj.'],11913,,,Presentation,11913.json
nan,,,,2012.0,"['championj.', 'younge.', 'ivess.']",11902,,,Presentation,11902.json
nan,,,,2010.0,['dworake.'],1194,60,,Journal Publication,1194.json
nan,,,,2010.0,['dworake.'],1195,60,,Journal Publication,1195.json
nan,,,,1998.0,['dworake.'],1192,10,,Journal Publication,1192.json
nan,,,,2012.0,"['championj.', 'ivess.']",11918,,,Presentation,11918.json
nan,,,,2011.0,['clarer.'],11981,,,Presentation,11981.json
nan,,,,2012.0,['championj.'],11920,,,Presentation,11920.json
nan,,idaho library association,,2012.0,['dworake.'],1193,62,,Journal Publication,1193.json
nan,,,,2015.0,['clarer.'],11979,,,Presentation,11979.json
nan,,,,2015.0,['dworake.'],1197,,,Journal Publication,1197.json
nan,,,,2012.0,['clarer.'],11978,,,Presentation,11978.json
nan,,,,2014.0,['clarer.'],11985,,,Presentation,11985.json
nan,,,,1999.0,['dworake.'],1198,18,,Journal Publication,1198.json
nan,,,,2015.0,['clarer.'],11984,,,Presentation,11984.json
nan,,,,2014.0,['clarer.'],11986,,,Presentation,11986.json
nan,,,,2013.0,['clarer.'],11988,,,Presentation,11988.json
nan,,,,2014.0,['clarer.'],11987,,,Presentation,11987.json
nan,,,,2009.0,['dworake.'],1196,59,,Journal Publication,1196.json
nan,,,,2011.0,['clarkc.m.'],11997,,,Presentation,11997.json
nan,,,,2014.0,['clarkc.m.'],11991,,,Presentation,11991.json
nan,,,,2000.0,['dworake.'],1199,19,,Journal Publication,1199.json
nan,,,,2013.0,['clarer.'],11980,,,Presentation,11980.json
nan,,,,2012.0,['clarer.'],11989,,,Presentation,11989.json
nan,,,,2013.0,['clarer.'],11982,,,Presentation,11982.json
nan,,,,2013.0,['clarer.'],11983,,,Presentation,11983.json
nan,,,,2013.0,['clarkc.m.'],11994,,,Presentation,11994.json
nan,,,,2014.0,['clarkc.m.'],11990,,,Presentation,11990.json
nan,,,,2011.0,['clarkc.m.'],11998,,,Presentation,11998.json
nan,,,,2014.0,['clarkc.m.'],12000,,,Presentation,12000.json
nan,,,,2013.0,['clarkc.m.'],12005,,,Presentation,12005.json
nan,,,,2011.0,['clarkc.m.'],12003,,,Presentation,12003.json
nan,,,,2011.0,['clarkc.m.'],12002,,,Presentation,12002.json
nan,,,,2013.0,['clarkc.m.'],11992,,,Presentation,11992.json
nan,,,,2002.0,['dworake.'],1200,,,Journal Publication,1200.json
nan,,,,2013.0,['clarkc.m.'],11995,,,Presentation,11995.json
nan,,,,2011.0,['clarkc.m.'],12001,,,Presentation,12001.json
nan,,,,2013.0,['clarkc.m.'],12006,,,Presentation,12006.json
nan,,,,2013.0,['clarkc.m.'],11993,,,Presentation,11993.json
nan,,,,2013.0,['clarkc.m.'],12008,,,Presentation,12008.json
nan,,,,2011.0,['clarkc.m.'],11999,,,Presentation,11999.json
nan,,,,2014.0,['clarkc.m.'],12004,,,Presentation,12004.json
nan,,,,2012.0,['clarkc.m.'],12009,,,Presentation,12009.json
nan,,,,2011.0,['clarkc.m.'],11996,,,Presentation,11996.json
nan,,,,2013.0,['clarkc.m.'],12007,,,Presentation,12007.json
nan,,,,2013.0,"['ahtens.', 'clarkc.m.', 'macyr.h.']",12013,,,Presentation,12013.json
nan,,,,2009.0,"['silvaj.g.', 'dworake.', 'leederk.', 'seelys.r.']",1202,74,,Journal Publication,1202.json
nan,,,,2015.0,"['willhausj.', 'clarkc.m.', 'kardong-edgrens.']",12012,,,Poster Presentation,12012.json
nan,,,,2011.0,['clarkc.m.'],12011,,,Presentation,12011.json
nan,,,,2013.0,['clarkc.m.'],12015,,,Presentation,12015.json
nan,,,,2001.0,['dworake.'],1201,,,Journal Publication,1201.json
nan,,,,2012.0,['clarkc.m.'],12010,,,Presentation,12010.json
nan,,,,2014.0,['clarkc.m.'],12022,,,Presentation,12022.json
nan,,,,2011.0,['clarkc.m.'],12019,,,Presentation,12019.json
nan,,,,2012.0,['clarkc.m.'],12018,,,Presentation,12018.json
nan,,,,2014.0,['clarkc.m.'],12020,,,Presentation,12020.json
nan,,,,2014.0,['clarkc.m.'],12030,,,Presentation,12030.json
nan,,,,2014.0,['clarkc.m.'],12024,,,Presentation,12024.json
nan,,,,2014.0,['clarkc.m.'],12021,,,Presentation,12021.json
nan,,,,2012.0,['clarkc.m.'],12017,,,Presentation,12017.json
nan,,,,2014.0,['clarkc.m.'],12029,,,Presentation,12029.json
nan,,,,2014.0,['clarkc.m.'],12026,,,Presentation,12026.json
nan,,,,2013.0,['clarkc.m.'],12032,,,Presentation,12032.json
nan,,the idaho library association,,2009.0,['dworake.'],1203,59,,Journal Publication,1203.json
nan,,,,2013.0,['clarkc.m.'],12016,,,Presentation,12016.json
nan,,,,2014.0,['clarkc.m.'],12023,,,Presentation,12023.json
nan,,,,2014.0,['clarkc.m.'],12031,,,Presentation,12031.json
nan,,,,2011.0,['clarkc.m.'],12014,,,Presentation,12014.json
nan,,,,2012.0,['clarkc.m.'],12041,,,Presentation,12041.json
nan,,,,2013.0,['clarkc.m.'],12034,,,Presentation,12034.json
nan,,,,2013.0,['clarkc.m.'],12036,,,Presentation,12036.json
nan,,,,2013.0,['clarkc.m.'],12033,,,Presentation,12033.json
nan,,,,2013.0,['clarkc.m.'],12037,,,Presentation,12037.json
nan,,,,2014.0,['clarkc.m.'],12025,,,Presentation,12025.json
nan,,,,2014.0,['clarkc.m.'],12028,,,Presentation,12028.json
nan,,,,2012.0,['clarkc.m.'],12042,,,Presentation,12042.json
nan,,,,2014.0,['clarkc.m.'],12027,,,Presentation,12027.json
nan,,,,2013.0,['clarkc.m.'],12038,,,Presentation,12038.json
nan,,,,2013.0,['clarkc.m.'],12035,,,Presentation,12035.json
nan,,,,2012.0,['clarkc.m.'],12045,,,Presentation,12045.json
nan,,,,2013.0,['clarkc.m.'],12039,,,Presentation,12039.json
nan,,,,2012.0,['clarkc.m.'],12044,,,Presentation,12044.json
nan,,,,2012.0,['clarkc.m.'],12040,,,Presentation,12040.json
nan,,,,2012.0,['clarkc.m.'],12053,,,Presentation,12053.json
nan,,the idaho library association,,2014.0,['dworake.'],1205,,,Journal Publication,1205.json
nan,,,,2012.0,['clarkc.m.'],12047,,,Presentation,12047.json
nan,,the idaho library association,,2010.0,['dworake.'],1204,60,,Journal Publication,1204.json
nan,,,,2012.0,['clarkc.m.'],12049,,,Presentation,12049.json
nan,,,,2012.0,['clarkc.m.'],12048,,,Presentation,12048.json
nan,,,,2010.0,['clarkc.m.'],12057,,,Presentation,12057.json
nan,,,,2012.0,['clarkc.m.'],12052,,,Presentation,12052.json
nan,,,,2010.0,['clarkc.m.'],12056,,,Presentation,12056.json
nan,,,,2010.0,['clarkc.m.'],12059,,,Presentation,12059.json
nan,,,,1991.0,['dykstrajrd.i.'],1206,8,,Journal Publication,1206.json
nan,,,,2012.0,['clarkc.m.'],12043,,,Presentation,12043.json
nan,,,,2012.0,['clarkc.m.'],12050,,,Presentation,12050.json
nan,,,,2012.0,['clarkc.m.'],12054,,,Presentation,12054.json
nan,,,,2010.0,['clarkc.m.'],12060,,,Presentation,12060.json
nan,,,,2012.0,['clarkc.m.'],12046,,,Presentation,12046.json
nan,,,,2012.0,['clarkc.m.'],12055,,,Presentation,12055.json
nan,,,,2010.0,['clarkc.m.'],12063,,,Presentation,12063.json
nan,,,,2010.0,['clarkc.m.'],12061,,,Presentation,12061.json
nan,,,,2010.0,['clarkc.m.'],12065,,,Presentation,12065.json
nan,,,,2010.0,['clarkc.m.'],12066,,,Presentation,12066.json
nan,,,,2014.0,['clarkc.m.'],12067,,,Presentation,12067.json
nan,,,,2010.0,['clarkc.m.'],12062,,,Presentation,12062.json
nan,,,,2010.0,['clarkc.m.'],12064,,,Presentation,12064.json
nan,,,,2012.0,['clarkc.m.'],12051,,,Presentation,12051.json
nan,,,,2010.0,['clarkc.m.'],12058,,,Presentation,12058.json
nan,,,,2012.0,['clarkc.m.'],12073,,,Presentation,12073.json
nan,,,,2012.0,"['clarkc.m.', 'landrumr.e.']",12074,,,Presentation,12074.json
nan,,,,2011.0,['clarkc.m.'],12076,,,Presentation,12076.json
nan,,,,2013.0,['clarkc.m.'],12070,,,Presentation,12070.json
nan,,,,2013.0,['clarkc.m.'],12071,,,Presentation,12071.json
nan,,,,2011.0,['clarkc.m.'],12081,,,Presentation,12081.json
nan,,,,2013.0,['clarkc.m.'],12069,,,Presentation,12069.json
nan,,,,2010.0,['clarkc.m.'],12086,,,Presentation,12086.json
nan,,,,2014.0,['clarkc.m.'],12068,,,Presentation,12068.json
nan,,,,2013.0,['clarkc.m.'],12072,,,Presentation,12072.json
nan,,,,2011.0,['clarkc.m.'],12078,,,Presentation,12078.json
nan,,,,2008.0,['clarkc.m.'],12089,,,Presentation,12089.json
nan,,,,2012.0,['clarkc.m.'],12075,,,Presentation,12075.json
nan,,,,2011.0,['clarkc.m.'],12080,,,Presentation,12080.json
nan,,,,2011.0,['clarkc.m.'],12079,,,Presentation,12079.json
nan,,,,2011.0,['clarkc.m.'],12077,,,Presentation,12077.json
nan,,,,2010.0,['clarkc.m.'],12082,,,Presentation,12082.json
nan,,,,2007.0,['clarkc.m.'],12094,,,Presentation,12094.json
nan,,,,2010.0,['clarkc.m.'],12083,,,Presentation,12083.json
nan,,,,2008.0,['clarkc.m.'],12091,,,Presentation,12091.json
nan,,,,2010.0,['clarkc.m.'],12084,,,Presentation,12084.json
nan,,,,2010.0,['clarkc.m.'],12087,,,Presentation,12087.json
nan,,,,2008.0,['clarkc.m.'],12090,,,Presentation,12090.json
nan,,,,2014.0,['clarkc.m.'],12099,,,Presentation,12099.json
nan,,,,2007.0,['clarkc.m.'],12095,,,Presentation,12095.json
nan,,,,2008.0,['clarkc.m.'],12093,,,Presentation,12093.json
nan,,,,2008.0,['clarkc.m.'],12088,,,Presentation,12088.json
nan,,,,2007.0,['clarkc.m.'],12096,,,Presentation,12096.json
nan,,,,2008.0,['clarkc.m.'],12092,,,Presentation,12092.json
nan,,,,2010.0,['clarkc.m.'],12085,,,Presentation,12085.json
nan,,,,2010.0,"['downeym.', 'clarkc.m.']",12102,,,Poster Presentation,12102.json
nan,,,,1996.0,['clarkc.m.'],12098,,,Presentation,12098.json
nan,,,,2007.0,['clarkc.m.'],12097,,,Presentation,12097.json
nan,,,,2010.0,['clarkc.m.'],12103,,,Presentation,12103.json
nan,,,,2012.0,"['sotoe.', 'velazqueze.', 'clarkc.m.', 'landrumr.e.']",12100,,,Poster Presentation,12100.json
nan,,,,2014.0,['clarkc.m.'],12104,,,Presentation,12104.json
nan,,,,2014.0,['clarkc.m.'],12108,,,Presentation,12108.json
nan,,,,2013.0,['clarkc.m.'],12111,,,Presentation,12111.json
nan,,,,2006.0,"['reavyk.', 'clarkc.m.', 'allenm.']",12113,,,Presentation,12113.json
nan,,,,2013.0,['clarkc.m.'],12110,,,Presentation,12110.json
nan,,,,2014.0,['clarkc.m.'],12105,,,Presentation,12105.json
nan,,,,2014.0,['clarkc.m.'],12106,,,Presentation,12106.json
nan,,,,2014.0,['clarkc.m.'],12120,,,Presentation,12120.json
nan,,,,2012.0,"['velazqueze.', 'sotoe.', 'clarkc.m.', 'landrumr.e.']",12101,,,Poster Presentation,12101.json
nan,,,,2014.0,['clarkc.m.'],12107,,,Presentation,12107.json
nan,,,,2013.0,['clarkc.m.'],12115,,,Presentation,12115.json
nan,,,,2014.0,['clarkc.m.'],12114,,,Presentation,12114.json
nan,,,,2014.0,['clarkc.m.'],12109,,,Presentation,12109.json
nan,,,,2013.0,['clarkc.m.'],12124,,,Presentation,12124.json
nan,,,,2011.0,['clarkc.m.'],12118,,,Presentation,12118.json
nan,,,,2013.0,['friesenn.'],1212,1,,Journal Publication,1212.json
nan,,,,2010.0,['clarkc.m.'],12119,,,Presentation,12119.json
nan,,,,2014.0,['clarkc.m.'],12121,,,Presentation,12121.json
nan,,,,2011.0,['clarkc.m.'],12117,,,Presentation,12117.json
nan,,,,2013.0,['clarkc.m.'],12127,,,Presentation,12127.json
nan,,,,2013.0,['clarkc.m.'],12112,,,Presentation,12112.json
nan,,,,2012.0,['clarkc.m.'],12128,,,Presentation,12128.json
nan,,,,2012.0,['clarkc.m.'],12130,,,Presentation,12130.json
nan,,,,2013.0,['clarkc.m.'],12125,,,Presentation,12125.json
nan,,,,2014.0,['clarkc.m.'],12123,,,Presentation,12123.json
nan,,,,2013.0,['clarkc.m.'],12116,,,Presentation,12116.json
nan,,,,2012.0,['clarkc.m.'],12129,,,Presentation,12129.json
nan,,,,2014.0,['clarkc.m.'],12122,,,Presentation,12122.json
nan,,,,2011.0,['clarkc.m.'],12135,,,Presentation,12135.json
nan,,,,2011.0,['clarkc.m.'],12133,,,Presentation,12133.json
nan,,,,2011.0,['clarkc.m.'],12132,,,Presentation,12132.json
nan,,,,2013.0,['clarkc.m.'],12126,,,Presentation,12126.json
nan,,,,2011.0,['friesenn.'],1213,15,,Journal Publication,1213.json
nan,,,,2010.0,['clarkc.m.'],12141,,,Presentation,12141.json
nan,,,,2010.0,['clarkc.m.'],12144,,,Presentation,12144.json
nan,,,,2011.0,['clarkc.m.'],12134,,,Presentation,12134.json
nan,,,,2011.0,['clarkc.m.'],12131,,,Presentation,12131.json
nan,,,,2010.0,['clarkc.m.'],12139,,,Presentation,12139.json
nan,,,,2011.0,['clarkc.m.'],12136,,,Presentation,12136.json
nan,,,,2010.0,['clarkc.m.'],12137,,,Presentation,12137.json
nan,,,,2009.0,['clarkc.m.'],12150,,,Presentation,12150.json
nan,,,,2009.0,['clarkc.m.'],12148,,,Presentation,12148.json
nan,,,,2010.0,['clarkc.m.'],12140,,,Presentation,12140.json
nan,,,,2009.0,['clarkc.m.'],12152,,,Presentation,12152.json
nan,,,,2009.0,['clarkc.m.'],12147,,,Presentation,12147.json
nan,,,,2010.0,['clarkc.m.'],12142,,,Presentation,12142.json
nan,,,,2009.0,['clarkc.m.'],12155,,,Presentation,12155.json
nan,,,,2009.0,['clarkc.m.'],12146,,,Presentation,12146.json
nan,,,,2010.0,['clarkc.m.'],12143,,,Presentation,12143.json
nan,,,,2009.0,['clarkc.m.'],12154,,,Presentation,12154.json
nan,,,,2008.0,['clarkc.m.'],12156,,,Presentation,12156.json
nan,,,,2010.0,['clarkc.m.'],12138,,,Presentation,12138.json
nan,,,,2010.0,['clarkc.m.'],12145,,,Presentation,12145.json
nan,,,,2009.0,['clarkc.m.'],12163,,,Presentation,12163.json
nan,,,,2009.0,['clarkc.m.'],12153,,,Presentation,12153.json
nan,,,,2009.0,['clarkc.m.'],12151,,,Presentation,12151.json
nan,,,,2009.0,['clarkc.m.'],12162,,,Presentation,12162.json
nan,,,,2009.0,['clarkc.m.'],12149,,,Presentation,12149.json
nan,,,,2008.0,['clarkc.m.'],12169,,,Presentation,12169.json
nan,,,,2008.0,['clarkc.m.'],12157,,,Presentation,12157.json
nan,,,,2008.0,['clarkc.m.'],12167,,,Presentation,12167.json
nan,,,,2007.0,['clarkc.m.'],12159,,,Presentation,12159.json
nan,,,,2009.0,['clarkc.m.'],12161,,,Presentation,12161.json
nan,,,,2007.0,['clarkc.m.'],12158,,,Presentation,12158.json
nan,,,,2009.0,['clarkc.m.'],12165,,,Presentation,12165.json
nan,,,,2008.0,['clarkc.m.'],12174,,,Presentation,12174.json
nan,,,,2009.0,['clarkc.m.'],12160,,,Presentation,12160.json
nan,,,,2007.0,['clarkc.m.'],12179,,,Presentation,12179.json
nan,,,,2014.0,['gabbardd.'],1217,IV,,Journal Publication,1217.json
nan,,,,2008.0,['clarkc.m.'],12172,,,Presentation,12172.json
nan,,,,2009.0,['clarkc.m.'],12166,,,Presentation,12166.json
nan,,,,2008.0,['clarkc.m.'],12171,,,Presentation,12171.json
nan,,,,2007.0,['clarkc.m.'],12177,,,Presentation,12177.json
nan,,,,2008.0,['clarkc.m.'],12168,,,Presentation,12168.json
nan,,,,2006.0,['clarkc.m.'],12184,,,Presentation,12184.json
nan,,,,2009.0,['clarkc.m.'],12164,,,Presentation,12164.json
nan,,,,2007.0,['clarkc.m.'],12178,,,Presentation,12178.json
nan,,,,2008.0,['clarkc.m.'],12175,,,Presentation,12175.json
nan,,,,2007.0,['clarkc.m.'],12182,,,Presentation,12182.json
nan,,,,2008.0,['clarkc.m.'],12170,,,Presentation,12170.json
nan,,,,2007.0,['clarkc.m.'],12183,,,Presentation,12183.json
nan,,,,2007.0,['clarkc.m.'],12176,,,Presentation,12176.json
nan,,,,2008.0,['clarkc.m.'],12173,,,Presentation,12173.json
nan,,,,2006.0,['clarkc.m.'],12185,,,Presentation,12185.json
nan,,,,2007.0,['clarkc.m.'],12181,,,Presentation,12181.json
nan,,,,2006.0,['clarkc.m.'],12188,,,Presentation,12188.json
nan,,,,2005.0,['clarkc.m.'],12194,,,Presentation,12194.json
nan,,,,2007.0,['clarkc.m.'],12180,,,Presentation,12180.json
nan,,,,2005.0,['clarkc.m.'],12190,,,Presentation,12190.json
nan,,,,2005.0,['clarkc.m.'],12193,,,Presentation,12193.json
nan,,,,2006.0,['clarkc.m.'],12186,,,Presentation,12186.json
nan,,,,2006.0,"['clarkc.m.', 'petersj.']",12187,,,Presentation,12187.json
nan,,,,2005.0,['clarkc.m.'],12189,,,Presentation,12189.json
nan,,,,2003.0,['clarkc.m.'],12200,,,Presentation,12200.json
nan,,,,2004.0,['clarkc.m.'],12197,,,Presentation,12197.json
nan,,,,2004.0,['clarkc.m.'],12196,,,Presentation,12196.json
nan,,,,2004.0,['clarkc.m.'],12195,,,Presentation,12195.json
nan,,,,2002.0,['clarkc.m.'],12204,,,Presentation,12204.json
nan,,,,2004.0,['clarkc.m.'],12198,,,Presentation,12198.json
nan,,,,2005.0,['clarkc.m.'],12192,,,Presentation,12192.json
nan,,,,2000.0,['clarkc.m.'],12210,,,Presentation,12210.json
nan,,,,2002.0,['clarkc.m.'],12206,,,Presentation,12206.json
nan,,,,2003.0,['clarkc.m.'],12201,,,Presentation,12201.json
nan,,,,2005.0,['clarkc.m.'],12191,,,Presentation,12191.json
nan,,,,2002.0,['clarkc.m.'],12203,,,Presentation,12203.json
nan,,,,2001.0,['clarkc.m.'],12207,,,Presentation,12207.json
nan,,,,2000.0,['clarkc.m.'],12209,,,Presentation,12209.json
nan,,,,2003.0,['clarkc.m.'],12202,,,Presentation,12202.json
nan,,,,1998.0,['clarkc.m.'],12218,,,Presentation,12218.json
nan,,,,2003.0,['clarkc.m.'],12199,,,Presentation,12199.json
nan,,,,2001.0,['clarkc.m.'],12208,,,Presentation,12208.json
nan,,,,1999.0,['clarkc.m.'],12214,,,Presentation,12214.json
nan,,,,2002.0,['clarkc.m.'],12205,,,Presentation,12205.json
nan,,,,2000.0,['clarkc.m.'],12211,,,Presentation,12211.json
nan,,,,1998.0,['clarkc.m.'],12217,,,Presentation,12217.json
nan,,,,1999.0,['clarkc.m.'],12213,,,Presentation,12213.json
nan,,,,1998.0,['clarkc.m.'],12216,,,Presentation,12216.json
nan,,,,1997.0,['clarkc.m.'],12219,,,Presentation,12219.json
nan,,,,1997.0,['clarkc.m.'],12221,,,Presentation,12221.json
nan,,,,1992.0,['clarkc.m.'],12224,,,Presentation,12224.json
nan,,,,1997.0,['clarkc.m.'],12220,,,Presentation,12220.json
nan,,,,1991.0,['clarkc.m.'],12226,,,Presentation,12226.json
nan,,,,1999.0,['clarkc.m.'],12212,,,Presentation,12212.json
nan,,,,1999.0,['clarkc.m.'],12215,,,Presentation,12215.json
nan,,,,1992.0,['clarkc.m.'],12223,,,Presentation,12223.json
nan,,,,1991.0,['clarkc.m.'],12225,,,Presentation,12225.json
nan,,,,1991.0,['clarkc.m.'],12230,,,Presentation,12230.json
nan,,,,1991.0,['clarkc.m.'],12227,,,Presentation,12227.json
nan,,,,1991.0,['clarkc.m.'],12231,,,Presentation,12231.json
nan,,,,1990.0,['clarkc.m.'],12233,,,Presentation,12233.json
nan,,,,1991.0,['clarkc.m.'],12229,,,Presentation,12229.json
nan,,,,1990.0,['clarkc.m.'],12232,,,Presentation,12232.json
nan,,,,1989.0,['clarkc.m.'],12235,,,Presentation,12235.json
nan,,,,1997.0,['clarkc.m.'],12222,,,Presentation,12222.json
nan,,,,2015.0,['crowleys.j.'],12426,,,Presentation,12426.json
nan,,,,2012.0,"['hampikiang.', 'visserr.']",1238,Fall,,Journal Publication,1238.json
nan,,,,1991.0,['clarkc.m.'],12228,,,Presentation,12228.json
nan,,,10.1146/annurev-genom-082509-141715,2011.0,"['hampikiang.', 'weste.', 'akselrodo.']",1236,12,,Journal Publication,1236.json
nan,,,,2014.0,"['conleyq.', 'crowleys.j.']",12424,,,Presentation,12424.json
nan,,,,2010.0,"['hampikiang.', 'bullockc.', 'jacobr.', 'mcdougalo.', 'andersont.']",1237,3,,Journal Publication,1237.json
nan,,,,2015.0,['crowleys.j.'],12425,,,Presentation,12425.json
nan,,,,1989.0,['clarkc.m.'],12234,,,Presentation,12234.json
nan,,iste special interest group for virtual environments,,2013.0,['haskellc.c.'],1242,3,,Journal Publication,1242.json
nan,,,,2015.0,"['talleyj.l.', 'thompsons.', 'lyonsm.', 'hayesk.r.', 'crowleys.j.', 'beachp.', 'hardyk.']",12429,,,Presentation,12429.json
nan,,,,2014.0,"['gonnermanc.', 'hallt.', ""o'rourkem."", 'crowleys.j.', 'donovans.', 'looneyc.', 'eigenbrodes.', 'wulfhorstj.d.']",12435,,,Poster Presentation,12435.json
nan,,,,2013.0,"['kennedye.b.', 'fishere.', 'gormanm.', 'crowleys.j.']",12436,,,Poster Presentation,12436.json
nan,,,,2014.0,"['crowleys.j.', 'laheyj.']",12434,,,Poster Presentation,12434.json
nan,,,,2015.0,['crowleys.j.'],12442,,,Presentation,12442.json
nan,,,,2015.0,"['thompsons.', 'hayesk.r.', 'coutures.j.', 'talleyj.l.', 'brasilk.', 'lindgrend.', 'stevensl.', 'beachp.', 'crowleys.j.', 'hardyk.']",12433,,,Poster Presentation,12433.json
nan,,,,2010.0,"['crowleys.j.', 'hillr.', 'looneyc.', 'wulfhorstj.d.', ""o'rourkem."", 'eigenbrodes.d.', 'donovans.', 'cristb.', 'hornj.']",12438,,,Poster Presentation,12438.json
nan,,,,2013.0,['crowleys.j.'],12431,,,Presentation,12431.json
nan,,,,2013.0,['crowleys.j.'],12428,,,Presentation,12428.json
nan,,,,2015.0,['crowleys.j.'],12427,,,Presentation,12427.json
nan,,,,2015.0,"['hardyk.', 'crowleys.j.', 'beachp.', 'coutures.j.', 'hayesk.r.', 'lindgrend.', 'lyonsm.', 'talleyj.l.', 'thompsons.', 'tibbittsc.']",12430,,,Presentation,12430.json
